7802, 2.23055e-06, 0.000856835, 41156.3
7803, -2.27936e-06, -0.00344816, 41152.1
7800, 2.55915e-06, 0.00111646, 41166
7806, -9.50864e-06, -0.0110367, 41137.3
7804, -9.49587e-06, -0.0110477, 41147
7809, -7.16128e-07, -0.00190069, 41123
7805, -2.36567e-06, -0.00353475, 41142.4
7810, -8.95311e-06, -0.0101962, 41118.8
7808, -9.51101e-06, -0.0109619, 41127.6
7801, -1.5739e-06, -0.00274538, 41161.8
7807, -1.82472e-06, -0.00299522, 41132.7
7811, -9.46511e-06, -0.0102094, 41113.2
7813, -9.49908e-06, -0.011047, 41103.9
7812, -8.26193e-06, -0.0094441, 41109
7816, 1.49376e-06, 0.000207001, 41089.5
7815, -9.28309e-06, -0.0105956, 41094.1
7822, -8.20716e-06, -0.0103994, 41060.4
7818, 2.86219e-06, 0.00130117, 41079.7
7817, 2.76268e-06, 0.000567607, 41085
7819, 1.52981e-06, 0.000239541, 41075.4
7823, 2.65957e-06, 0.000347039, 41056
7814, -1.06087e-06, -0.00223995, 41099.2
7820, 2.87717e-06, 0.000820086, 41070
7821, 2.96792e-06, 0.00131644, 41065.7
7824, -9.44467e-06, -0.010827, 41051.6
7832, 2.98364e-06, 0.00131067, 41012.6
7825, -9.11771e-06, -0.0109377, 41046.4
7828, 2.67282e-06, 0.00119412, 41031.9
7833, -9.22069e-06, -0.0109881, 41008.2
7827, -8.98574e-06, -0.0102358, 41036.6
7831, 2.89215e-06, 0.000849693, 41017.9
7834, -3.26136e-07, -0.00152288, 41003.5
7830, 2.63441e-06, 0.000291327, 41022.2
7826, -1.80044e-06, -0.00297339, 41041.7
7835, -3.01213e-06, -0.00418785, 40998.3
7829, 1.73985e-06, 0.000428101, 41027.6
7839, -8.68164e-06, -0.0106961, 40978.8
7837, 2.94107e-06, 0.00132151, 40988.5
7838, -9.25155e-06, -0.0110024, 40984.1
7840, -8.34094e-06, -0.0104868, 40974.5
7841, -2.11231e-06, -0.00328594, 40969.9
7844, 3.01354e-06, 0.00124408, 40954.8
7843, 2.97842e-06, 0.00106948, 40960.1
7845, -9.51824e-06, -0.0110142, 40950.4
7836, 2.99131e-06, 0.00111793, 40993.8
7846, 2.3472e-06, 0.00094803, 40945.7
7842, -8.25408e-06, -0.00943953, 40964.6
7847, 2.05252e-06, 0.000701116, 40940.4
7848, 2.12265e-06, 0.000761104, 40936.1
7852, -9.34961e-06, -0.00959649, 40916.4
7856, -7.47161e-06, -0.00992203, 40897.6
7855, -8.96622e-07, -0.00208339, 40902.1
7854, -8.04113e-06, -0.0102974, 40906.7
7850, -8.71141e-06, -0.0107154, 40926.4
7851, -8.58528e-06, -0.00874819, 40921.6
7857, -7.87825e-06, -0.0101918, 40892.3
7853, -7.85573e-06, -0.0101764, 40912
7858, -8.49198e-06, -0.0105836, 40888
7849, -8.55846e-06, -0.0106231, 40930.7
7859, -9.67953e-06, -0.0102396, 40883.3
7862, -9.35387e-06, -0.0110447, 40868.3
7860, 1.52246e-06, 0.000228058, 40878
7865, -9.45097e-06, -0.0108425, 40853.9
7867, 2.87287e-06, 0.000786316, 40843.9
7869, -5.9237e-07, -0.00178687, 40835
7868, -8.23412e-06, -0.00942184, 40839.4
7861, -8.94262e-06, -0.01085, 40873.6
7863, 2.52073e-06, 0.00108232, 40863.6
7866, 3.01881e-06, 0.00124731, 40849.2
7870, -8.39092e-06, -0.0105226, 40829.6
7864, -9.47185e-06, -0.011064, 40859.2
7871, -9.34424e-06, -0.0110428, 40825.3
7874, -8.44563e-06, -0.00964548, 40810.7
7873, 2.9877e-06, 0.00107754, 40815.2
7878, 3.0117e-06, 0.0011617, 40790.9
7880, -9.70263e-06, -0.0100891, 40781.9
7872, 2.81376e-06, 0.0012769, 40820.5
7879, 2.55821e-06, 0.000110219, 40786.6
7875, -3.01968e-07, -0.00150439, 40805.3
7877, -9.51842e-06, -0.0110057, 40796.5
7876, -8.83265e-06, -0.0107901, 40800.9
7882, -9.24083e-06, -0.0105494, 40772.1
7883, -1.54268e-06, -0.00272453, 40766.7
7881, 2.78017e-06, 0.00125791, 40776.6
7885, 2.73286e-06, 0.00122912, 40757.5
7884, -8.77255e-06, -0.0107564, 40762.2
7886, 2.83864e-06, 0.000699797, 40752.2
7889, 2.80235e-06, 0.000618829, 40737.9
7891, -9.41285e-06, -0.0110643, 40728.9
7890, 3.85813e-06, 0.00380137, 40732.8
7888, 2.69255e-06, 0.00120286, 40743.2
7894, -9.41116e-06, -0.0107828, 40713.6
7893, -8.29986e-06, -0.0104687, 40718.9
7895, 2.65718e-06, 0.000308567, 40708.9
7887, -8.5669e-06, -0.0106338, 40747.9
7892, -8.42821e-06, -0.00962915, 40723.4
7900, -7.95524e-06, -0.0102485, 40684.6
7902, -8.42131e-06, -0.00962304, 40675.4
7901, 2.76356e-06, 0.00124697, 40679.9
7899, 2.97999e-06, 0.00132437, 40689.9
7904, -8.63141e-06, -0.00984905, 40665.5
7896, -9.31909e-06, -0.0110376, 40704.6
7897, 2.96114e-06, 0.000985557, 40698.9
7906, -8.6148e-06, -0.00983125, 40655.5
7903, 2.5379e-06, 0.00109157, 40669.9
7907, 2.24307e-06, 0.000856197, 40651
7898, -8.65812e-06, -0.0106906, 40694.6
7905, 2.10122e-06, 0.000736562, 40660.9
7909, 2.57881e-06, 0.0011214, 40641
7913, 3.01153e-06, 0.00130943, 40622
7916, 1.78551e-06, 0.000458864, 40607.4
7914, -9.70502e-06, -0.0102306, 40616.4
7917, -7.35608e-06, -0.00985368, 40602.1
7915, 2.93144e-06, 0.000899602, 40612
7912, -1.78755e-06, -0.00297126, 40626.4
7910, -8.27587e-06, -0.00947064, 40636.5
7908, -8.72778e-06, -0.00995503, 40646.5
7911, 2.71235e-06, 0.0012142, 40632
7918, 2.93914e-06, 0.00132528, 40597.4
7919, -6.4176e-07, -0.00184138, 40592.8
7921, 2.39951e-06, 0.000982439, 40582.7
7922, -7.72237e-06, -0.010099, 40578.5
7923, 2.99068e-06, 0.00105214, 40572.8
7920, 2.86587e-06, 0.000743713, 40587.4
